Company Name,Ticker,Market Cap (mil),Last EPS Surprise (%),Div. Yield %,Exchange,Month of Fiscal Yr End,Sector,Industry,F2 Consensus Est.,F1 Consensus Est.,F0 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Next EPS Report Date  (yyyymmdd),Current ROE (TTM),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Annual Sales ($mil),EBITDA ($mil),EBIT ($mil),Net Margin %,Operating Margin 12 Mo %,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Avg Volume,52 Week High,52 Week Low,Beta,% Price Change (YTD),Dividend ,Current Assets  ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Shares Outstanding (mil)
"StoneCo","STNE","3769.13","27.27","0","NSDQ","12","Computer and Technology","Internet - Software",".75",".58",".34","32.6","20.91","15.97",".62","16.19","1.5","2.03","20230601","3.74","37.5","1609.16198","1857.19","760.80999","605.78698","-5.76","5.07","17.40299",".21069","1.22","","5615142","12.44","7.24","2.25","27.75","0","5938.68798","4876.23095","528.505","312.53"
"SITIO ROYALTIES","STR","3696.09","23.4","10.03","NYSE","12","Oils-Energy","Oil and Gas - Royalty Trust - United States","1.48","1.31","1.76","12.02","18.26","16.2","","33.62",".95","11.35","20230509","2.23","5.65","675.20001","369.61","336.36801","225.311","4.48","13.14","19.457",".24157","7.28","","591362","33.09","20.06","1.74","-17.09","2.4","192.19099","26.412","938.89599","154.52"
"State Street","STT","23649.66","-6.17","3.59","NYSE","12","Finance","Banks - Major Regional","8.47","7.67","7.35","9.56","9.17","8.3","1.34","6.43","1.04","1.63","20230721","11.96","-.39","12304.24218","13692","5060","3904","18.73","19.25","39.715",".71594",".52",".56","3227403","94.11","59.84","1.56","-9.39","2.52","146915","261263","14996","336.46"
"Stevanato Group","STVN","8121.44","18.75","0","NYSE","12","Medical","Medical - Drugs",".71",".64",".54","47.38","43.21","38.6","4.03","36.27","7.74","7.86","20230504","15.53","","1161.97595","1036.61","297.436","229.138","14.49","14.98","12.96899",".14901","1.83","1.37","253763","27.86","14.1",".74","52.92","0","891.109","487.29199","156.36199","295.54"
"Starwood Property Trust","STWD","5318.31","0","11.22","NYSE","12","Finance","REIT and Equity Trust","2.09","1.95","2.28","7.51","8.79","8.19","","7.34",".78","3.63","20230504","10.23","4.32","2070","1464.72","1033.13903","997.53802","59.5","47.27","75.327","2.99988","1.84","1.84","3295439","24.34","16.53","1.57","-6.6","1.92","550.65399","298.99899","20506.9707","310.65"
"Seagate Technology","STX","11739.52","-247.37","4.93","NSDQ","6","Business Services","Technology Services","2.68",".41","8.47","29.15","137.54","21.23","113.67","5.63","","1.4","20230720","-69.08","-1.43","7587.27783","11661","2379","1928","-1.91","3.52","","-4.82072",".99",".69","2536785","88.17","48.49","1.09","8.06","2.8","4033","3555","5062","206.5"
"Constellation Brands","STZ","41884.69","6.45","1.4","NYSE","2","Consumer Staples","Beverages - Alcohol","13.34","11.6","10.53","21.48","19.71","17.14","1.77","17.33","4.79","4.12","20230629","20.48","3.61","9978.55175","10177.2","1216.30004","782.29998","-.7","19.48","56.375","1.29226","1.18",".54","986067","261.05","208.68","1.03","-1.38","3.2","3496.10009","2968.30004","11286.5","183.26"
"Suncor Energy","SU","38522.11","5.56","5.22","NYSE","12","Oils-Energy","Oil and Gas - Integrated - Canadian","4.22","3.94","5.6","4.56","7.4","6.93",".62","2.5","1.29",".85","20230508","29.52","5.9","32266.42382","44972.41","17778.51953","11020.32812","15.55","19.78","19.93199",".24893","1.13",".74","4435815","42.49","26.65","1.28","-7.94","1.52","11181.08984","9898.83496","7538.16015","1318.8"
"Subsea 7","SUBCY","3211.01","-250","3.51","OTC","12","Oils-Energy","Oil and Gas - Field Services",".45",".1",".06","47.43","109.1","24.24","","6.92",".73",".61","20230727","","","5180","5135.8","555.09997","120.8","","","","","","","6467","14.23","7.19","1.78","-4.55",".38","2328","1861.5","360.29998","294.32"
"Sun Communities","SUI","16735.38","5.13","2.77","NYSE","12","Finance","REIT and Equity Trust - Residential","7.8","7.29","7.3","18.61","18.45","17.26","3.04","20.3","2.07","5.45","20230724","2.63","27.54","2935.25","2969.7","1121.5","542.40002","6.87","6.87","48.046",".92477","2.63","2.11","589381","171.69","118.38",".71","-5.93","3.72","835","396.29998","7197.20019","124.41"
"Summit Materials","SUM","3267.43","10.34","0","NYSE","12","Construction","Building Products - Concrete and Aggregates","1.66","1.41","1.16","22.9","19.63","16.61","","8.92","1.62","1.35","20230503","7.58","4.72","2340.43188","2412.52","660.958","448.457","11.28","6.02","42.52399",".73984","3.98","3.15","550001","34.25","22.23","1.41","-2.82","0","1018.37597","255.847","1488.56896","118.43"
"Sunoco","SUN","4622.6","16.53","7.18","NYSE","12","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","4.42","4.37","5.01","12.17","10.52","10.41","","6.85","4.91",".18","20230802","41.38","8.33","23098.98242","25729","883","683","1.56","1.56","79.12699","3.79087","1.41",".83","136595","48.09","35.61","1.33","6.75","3.3","1983","1406","3571","100.47"
"SUMCO","SUOPY","4743.12","","3.74","OTC","12","Computer and Technology","Semiconductor - General","2.94","3.64","2.82","9.41","7.44","9.21","","5.55","1.09","1.45","20230511","","","3646.7561","3059","953.25299","472.87298","","","","","","","1209","32.8","24.01","1.35","3.24","1.01","4387.1831","944.51599","986.89501","175.09"
"Suzano","SUZ","10944.56","-17.39","15.91","NYSE","12","Basic Materials","Paper and Related Products","1.3","1.58","3.68","3.02","5.09","6.18",".73","1.83","1.48","1.1","20230726","58.19","15.91","","9651.31","7894.03515","6439.74121","35.14","35.14","64.138","1.78848","2.47","2.17","1499803","11.34","7.55","1.17","-12.99","1.28","7190.65722","2807.20605","13799.0996","1361.26"
"SKANDINAVISKA","SVKEF","24343.2","","0","OTC","12","Finance","Banks - Foreign","","","","9.09","","","","9.09","1.2","3.06","20230503","13.57","-1.96","","8657.48","3354.53491","3354.53491","33.55","33.55","80.11299","4.02847","1.54","1.54","2514","12.81","9.35",".78","-2.03","0","275701.8125","178912.29687","81650.07812","2160"
"Seven and I Holdings Co.","SVNDY","40084.91","",".57","OTC","2","Retail-Wholesale","Retail - Miscellaneous","1.43","1.04","1.28","15.28","21.74","15.81","","7.18","1.52",".46","20230706","9.76","9.91","81531.92968","90439.15","6190.12792","2915.59497","2.38","2.99","48.102",".92686",".96","","44140","23.81","17.82",".17","5.68",".13","23442.9707","22326.52929","23195.74023","1772.88"
"Svenska Handelsbanken Ab Publ","SVNLY","16632.24","18.18","6.56","OTC","12","Finance","Banks - Foreign",".58",".58",".5","7.92","7.24","7.24","1.89","6.69",".91","2.54","20230503","10.93","","","5804.58","3691.906","3444.94702","33.03","32.3","19.00699",".23467","1.89","","270924","5.32","3.92",".78","-15.66",".28","300624.8125","160114","3761.16601","3960.06"
"ShockWave Medical","SWAV","10232.58","274.75","0","NSDQ","12","Medical","Medical - Instruments","4.53","3.92","2.99","49.19","71.59","61.83","","45.77","19.82","20.89","20230508","59.99","144.43","670.93701","489.73","128.10299","122.71399","44.1","44.1","4.51859",".04732","7.25","6.06","665510","310.53","115.91",".99","36.37","0","459.263","63.374","24.19799","36.49"
"Swatch Group","SWGAY","49561.7","",".96","OTC","12","Consumer Staples","Consumer Products - Staples","1.22","1.11",".91","","15.31","13.93","","38.99","3.92","","","","","9039.57031","7859.06","1577.08898","1151.64196","","",".01659",".00016","9.23","3.13","21453","18.23","10.81",".85","19.73",".16","10890.82031","1179.93505","2.09599","2917.11"
"Stanley Black & Decker","SWK","13084.69","69.7","3.74","NYSE","12","Industrial Products","Manufacturing - Tools & Related Products","4.88",".76","4.4","18.87","111.75","17.52","12.42","9.76","1.3",".77","20230504","8.08","6.13","16283.83984","16947.4","948.59997","376.39999","6.24","4.27","35.527",".55103","1.21",".32","1409194","130.89","71.66","1.3","13.81","3.2","7974.70019","6569.20019","5352.8999","153.05"
"Skyworks Solutions","SWKS","16774.74","0","2.35","NSDQ","9","Computer and Technology","Semiconductors - Radio Frequency","10.55","9.26","11.12","9.87","11.38","9.99",".76","7.25","3.02","3.16","20230508","28.65","10.33","4968.51123","5485.5","2218.60009","1524.5","22.33","29.03","23.346",".30456","2.79","1.64","1574002","122.97","79.38","1.27","15.66","2.48","3229.8999","1226.90002","1689.90002","159.15"
"Southwestern Energy","SWN","5231.02","14.81","0","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","1.3",".72","1.35","3.89","6.62","3.66","","1.99",".84",".37","20230803","41.76","37.53","6415.40576","15002","3269","2084","45.59","9.6","38.61999",".62919",".55",".48","19021156","9.64","4.71","1.31","-18.8","0","1664","3481","4392","1101.27"
"Swire Pacific","SWRAY","29009.08","","5.66","OTC","12","Transportation","Transportation - Airline",".92",".87",".45","","8.76","8.28",".56","23.82",".72","","","","","","11642.55","2088.54394","1526.125","","","","","","","31080","9.37","5.46",".58","-12.41",".43","6290.98486","6213.12109","5697.03417","3806.97"
"Southwest Gas","SWX","3640.18","-26.11","4.58","NYSE","12","Utilities","Utility - Gas Distribution","3.59","3.52","3.3","17.58","15.38","15.09","3.08","5.45","1.19",".73","20230508","5.86","11.72","4900.49511","4960.01","197.11799","-273.33701","-4.1","3.96","59.866","1.43957","1.08","1.08","521155","94.14","54.16",".27","-12.48","2.48","3707.6621","3422.96289","4403.29882","67.21"
"Sensient Technologies","SXT","3189.78","","2.17","NYSE","12","Basic Materials","Chemical - Specialty","","","","23.53","","","","16.59","3.1","2.2","20230728","13.76",".89","","1437.04","249.218","196.751","9.48","9.35","39.79999",".66112","4.09","1.36","134690","89.04","65.19",".89","3.59","1.64","934.78002","272.15301","630.33099","42.23"
"Synchrony Financial","SYF","11802.83","-1.46","3.34","NYSE","12","Finance","Financial - Miscellaneous Services","5.18","4.91","5.98","4.85","5.61","5.31","1.3","3.63",".95",".66","20230717","21.68","-2.81","16688.2871","17526","4894","4475","14.93","14.93","53.095","1.19865","1.22","1.2","5181243","40.23","27.54","1.58","-16.19",".92","93237","77500","14191","428.57"
"Symrise","SYIEY","16722.33","",".58","OTC","12","Consumer Staples","Cosmetics","1.08",".9",".88","","33.23","27.69","2.6","22.45","4.3","","","","","5301.74511","4526.48","966.95397","665.65502","","","","","","","126358","30.18","23.15",".83","10.57",".17","2756.51904","1354.135","1587.86694","559.09"
"Stryker","SYK","111420.16","7","1.02","NYSE","12","Medical","Medical - Products","11.15","10.11","9.18","30.9","29.08","26.36","2.99","24.34","6.59","5.88","20230725","22.17","7.58","19893.69726","18449","3681","2683","13.86","19.2","41.23899",".7018","1.73","1","1280026","303.54","189.27",".94","20.2","3","10275","6303","11857","379.12"
"SYMBIOTIC INC","SYM","12999.15","-66.67","0","NSDQ","9","Business Services","Technology Services",".15","-.21","-.22","","","152.61","","62311.93","257.67","14.55","20230807","-65.16","","982.16101","593.31","-133.10001","-139.08901","-2.26","-4.68","0","0","1.05",".98","637264","30.56","8.81","1.31","95.98","0","605.39801","522.95697","0","555.52"
"Synaptics","SYNA","3514.89","-6.78","0","NSDQ","6","Computer and Technology","Electronics - Semiconductors","9.24","9.24","13.38","6.69","9.66","9.66","","6.05","2.7","2.01","20230503","33.67",".39","1454.44995","1739.7","511.6","350.70001","13.41","24.32","42.82199",".74892","4.42","2.66","455619","171.53","82.54","1.55","-6.24","0","1403.40002","463.39999","975.70001","39.4"
"Syneos Health","SYNH","3923.17","4.24","0","NSDQ","12","Medical","Medical Info Systems","3.76","3.28","4.67","8.05","11.6","10.11","","5.66","1.12",".73","20230510","13.19","6.93","5033","5393.08","644.14099","396.962","4.94","8.24","43.173",".75973","1.13","1.13","1191789","79.14","25.7","1.62","3.6","0","1943.93603","1724.69104","2655.29003","103.24"
"Sysco","SYY","38476.39","-2.17","2.59","NYSE","6","Consumer Staples","Food - Miscellaneous","4.55","4.04","3.23","19.84","18.78","16.67","1.47","14.99","24.42",".51","20230808","141.53","2.22","76563.57812","68636.15","3273.65405","2370.41601","2.05","2.58","86.72499","6.51198","1.21",".69","2371655","88.23","70.71","1.11","-.85","1.96","10483.21972","8750.05371","10066.92968","507.6"
"Suzuki Motor","SZKMY","17073.48","15.68","1.68","OTC","3","Auto-Tires-Trucks","Automotive - Foreign","16.78","15.68","13.62","10.71","8.87","8.28","","6.18",".99",".49","20230510","8.53","-1.39","37692.48046","31785.35","3931.45996","2494.06494","4.64","4.56","14.42599",".16858","1.55","","12426","153","113.71","1.06","8.14","2.34","18255.8496","11183","4301.66406","122.79"
"AT&T","T","122110.52","3.45","6.5","NYSE","12","Computer and Technology","Wireless National","2.47","2.41","2.64","6.72","7.09","6.91","2.12","3.31","1.13","1.01","20230720","15.47","-5","122171.86718","120741","21035","3014","-7.52","15.64","53.31399","1.14196",".51",".53","39348036","21.32","14.63",".66","-7.28","1.11","33108","56173","128423","7153.52"
"Takeda Pharmaceutical Co.","TAK","52595.52","","3.25","NYSE","3","Medical","Medical - Drugs","","","2.1","8.66","","","","4.64","1.18","1.73","20230510","12.43","18.37","28381.77929","31790.92","9365.72851","4175.68408","6.84","19.59","38.79399",".63383","1.16","","2225858","17.07","12.42",".63","6.54",".54","23083.41015","19097","36858.62109","3164.59"
"Molson Coors","TAP","14076.22","107.69","2.52","NYSE","12","Consumer Staples","Beverages - Alcohol","4.38","4.08","3.86","14.96","15.95","14.86","4.1","5.79","1.09","1.09","20230801","7.16","-1.76","10952.83398","12807.5","1725.59997","188.1","-1.97","7.3","32.34999",".47818",".77",".55","2225976","65.08","47.02",".83","26.32","1.64","2638","3375.3999","6165.20019","216.29"
"Tate & Lyle","TATYY","4088.67","","1.1","OTC","3","Consumer Staples","Food - Miscellaneous","","","","","","","","13.79","1.85","","20230608","","","2106.62988","1877.97","229.455","92.875","","","","","","","286","62.97","28.52",".67","16.96",".45","3262.89599","1065.32397","898.69598","100.41"
"Tencent","TCEHY","414307.34","-2.08",".41","OTC","12","Computer and Technology","Internet - Services","","","1.61","24.74","","","","17.62","3.06","5.07","20230517","8.93","19.52","88200.07812","82414.74","34148.29296","26085.18945","33.12","15.7","","","","","2979896","52.55","25.68",".3","2.2",".18","75145.85937","62480.1914","43791.53125","9570.51"
"Trip.com Group Limited","TCOM","22138.7","650","0","NSDQ","12","Consumer Discretionary","Leisure and Recreation Services","1.83","1.09",".13","127.85","31.67","18.92","","58.88","1.35","7.52","20230626",".31","-12.24","5070.06982","2907","791","604","6.45","1.73","10.444",".11662","1","1","3259223","40.06","19.35",".53",".35","0","8907","8879","1911","641.33"
"Tingyi Cayman Islands","TCYMF","9497.8","","0","OTC","12","Consumer Staples","Food - Miscellaneous","","","","","","","","8.82","3.34","","","","","12350","11482.75","1421.94201","934.98199","","","","","","","375","1.76","1.39","-.27","-2.59","0","3978.34497","4622.87597","984.307","5620"
"The Toronto Dominion Bank","TD","108962.02","1.86","4.77","NYSE","10","Finance","Banks - Foreign","7.12","6.57","6.14","9.16","9.05","8.36","1.13","8.09","1.46","1.7","20230525","16.02","4.93","37248.80078","48714.53","20290.78906","18918.96093","18.23","18.74","9.20429",".1127",".97",".97","2283873","77.04","56.36",".88","-8.09","2.84","1106281","1143630","8770.07226","1830.68"
"Teradata","TDC","4193.38","12.9","0","NYSE","12","Computer and Technology","Computer- Storage Devices","2.34","1.95","1.61","24.98","20.98","17.51","1.34","20.62","16.17","2.34","20230504","28.46","-3.82","1818.03198","1795","225","91","1.84","3.77","68.148","2.13953","1.02","1.01","652150","42.42","29.09",".92","21.72","0","1028","1007","552","102.35"
"Transdigm Group","TDG","42144.25","6.26","0","NYSE","9","Aerospace","Aerospace - Defense Equipment","25.76","22.36","16.64","41.08","34.53","29.97","1.91","37.93","","7.48","20230509","-30.59","6.54","6180.78613","5429","2454","2203","16.53","17.59","","-5.82182","4.21","3.03","206178","771.9","509.83","1.37","22.59","0","5649","1426","19369","54.6"
"Teladoc Health","TDOC","4232.93","27.45","0","NYSE","12","Medical","Medical Services","-1.15","-1.43","-61.29","","","","",".31","1.83","1.71","20230726","-5.05","62","2614.1101","2406.84","22.729","-13654.07032","-285.51","-9.85","39.95",".66527","3.29","3.15","4380760","43.66","22.29","1.08","10.06","0","1315.38793","399.76901","1535.28796","162.62"
"Teledyne Technologies","TDY","19429.82","2.26","0","NYSE","12","Aerospace","Aerospace - Defense Equipment","20.55","19.14","17.76","22.4","21.58","20.09","3.18","16.13","2.32","3.52","20230726","10.98","17.17","5732.12695","5458.6","1329.59997","997.40002","13.67","15.96","29.63899",".4208","1.94","1.27","190573","447.36","331.1","1.08","3.27","0","2817.8999","1523.40002","3620.5","47.05"
"Atlassian","TEAM","37715.25","45.16","0","NSDQ","6","Computer and Technology","Internet - Software","1.96","1.49","1.69","94.94","98.57","75.16","4.93","","65.31","11.86","20230504","-73.57","33.03","3493.35888","2802.88","-444.79001","-538.74799","-11.17","-9.81","63.38","1.73077","1.3","1.19","1480118","289.36","116.34",".82","14.36","0","1899.25402","1594.05603","999.419","256.29"
"BioTechne Corp","TECH","12613.47","-4.08",".4","NSDQ","6","Medical","Medical - Biomedical and Genetics","2.4","2.01","1.98","40.87","39.86","33.42","2.21","32.44","6.89","11.26","20230503","15.87","14.11","1157.91198","1105.6","413.764","312.695","23.38","24.77","9.86629",".10946","4.4","2.64","1325461","98.96","70.5","1.26","-3.23",".32","605.55603","176.018","243.41","157.27"
"Teck Resources","TECK","22324.33","-.75",".83","NYSE","12","Basic Materials","Mining - Miscellaneous","5.05","5.06","6.87","7.35","8.71","8.73","1.47","4.42","1.1","1.69","20230725","15.71","9.18","12063.0332","13319.35","6493.58691","5205.9458","16.8","24.16","19.229",".23806","1.28",".96","6577661","48.65","25.73","1.06","16.45",".37","6378.97607","4510.58886","5039.0288","506.91"
"Telefonica","TEF","25468.8","71.43","5.21","NYSE","12","Utilities","Diversified Communication Services",".22",".26",".33","12.6","17.13","20.35","","11.37",".76",".61","20230511","6.53","-7.29","42106.39453","42143.95","6311.06396","6311.06396","5.07","5.26","52.50899","1.10568",".98",".91","1040233","5.32","3.15",".61","23.53",".23","23799.76953","24338.16015","36938.16015","5775.24"
"TE Connectivity","TEL","38812.39","5.1","1.83","NYSE","9","Computer and Technology","Electronics - Miscellaneous Components","7.46","6.54","7.3","17.72","18.75","16.44","2.71","12.39","3.51","2.36","20230726","20.36","3.64","15940.74609","16281","3584","2799","12.95","13.49","26.738",".35535","1.69",".99","1350812","137.45","107.52","1.31","6.82","2.24","7268","4632","3292","316.5"
"Telenor","TELNY","16933.44","","5.26","OTC","12","Utilities","Diversified Communication Services",".65","1.93",".58","10.43","6.27","18.61","","3.87","2.52","1.49","20230502","38.51","-3.44","11381.29003","10329.31","4725.24902","1779.39404","39.55","14.4","56.92399","1.32146",".6",".58","29793","14.53","8.59",".49","30.28",".64","3359.80102","5554.39306","8881.2041","1399.46"
"Tenable Holdings","TENB","3928.82","266.67","0","NSDQ","12","Computer and Technology","Internet - Software",".76",".6",".32","80.39","58.1","45.56","","","14.36","5.51","20230725","-31.26","25.22","781.71099","683.19","-44.09401","-66.28801","-13.02","-11.23","57.198","1.33634","1.47","1.47","1165845","56.84","29.28","1.24","-9.38","0","857.16699","584.15997","361.97","113.65"
"Teradyne","TER","14404.78","30.95",".48","NSDQ","12","Computer and Technology","Electronics - Testing Equipment","4.41","2.78","4.07","24.1","33.18","20.95","4.41","17.46","5.88","4.77","20230725","26.88","14.21","2676.54394","3155.04","954.77899","844.104","21.12","21.06","0","0","3.36","2.59","1457981","114.17","71.37","1.54","5.68",".44","2257.91503","746.263","0","156.05"
"Teva Pharmaceutical Industries","TEVA","9775.92","4.41","0","NYSE","12","Medical","Medical - Generic Drugs","2.49","2.39","2.51","3.48","3.67","3.53","2.52","2.44","1.12",".65","20230510","28.06","-6.4","14989.53808","14925","-1757","-3065","-15.76","18","68.731","2.19802","1.05",".72","8656901","11.37","6.86","1.19","-3.51","0","12051","11469","19103","1110.9"
"Terex","TEX","3286.04","52.38","1.24","NYSE","12","Industrial Products","Manufacturing - Construction and Mining","5.16","4.9","4.12","9.26","9.85","9.36",".52","9.38","2.54",".71","20230801","31.41","-5.7","4732.11083","4417.7","462.89999","415.70001","7.76","7.7","37.444",".59856","1.99",".97","1088659","60.32","27.37","1.62","12.94",".6","1962","998.59997","773.59997","68.1"
"Truist Financial","TFC","38675.44","-3.54","7.14","NYSE","12","Finance","Banks - Major Regional","4.49","4.4","4.95","6.03","6.62","6.49","1.48","4.63",".69","1.39","20230718","12.37","19.11","24707.12304","25356","10211","8845","22.81","24.41","52.83499","1.25437",".87",".8","12818695","52.01","29.12","1.05","-32.33","2.08","352565","436917","43203","1328.14"
"","TFI","3825.16","","2.02","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","447052","47.24","43.48",".16","1.82",".94","","","","82.35"
"TFI International","TFII","9284.52","-8.9","1.31","NYSE","12","Transportation","Transportation - Services","8.43","7.13","8.02","13.95","15.01","12.69","2.86","7.97","3.67","1.1","20230727","28.48","","7778.72998","8812.49","1578.38098","1147.78796","9.3","8.15","33.41099",".50175","1.32","1.28","238263","127.85","72.99","1.54","6.74","1.4","1263.56298","966.68103","1278.67004","86.77"
"TFS Financial","TFSL","3260.21","0","9.72","NSDQ","9","Finance","Financial - Savings and Loan",".25",".27",".26","40.1","43.07","46.52","","32.12","1.76","6.14","20230727","4.4","-1.69","","433.14","184.08299","157.048","15.2","15.2","72.94699","2.69642","1.64","1.63","313096","15.61","11.63",".47","-19.29","1.13","14676.5498","9005.15527","4793.22119","280.33"
"Teleflex","TFX","12619.7","2.33",".51","NYSE","12","Medical","Medical - Instruments","14.49","13.29","12.98","20.57","20.22","18.54","2.82","14.78","3.13","4.52","20230504","15.87","4.23","2928.32104","2791.04","734.82598","500.18301","13.01","22.13","28.76399",".40378","2.43","1.43","244503","292.76","186.76","1","7.64","1.36","1410.98303","581.492","1624.02294","46.97"
"TEGNA","TGNA","3724.39","8.89","2.28","NYSE","12","Consumer Discretionary","Broadcast Radio and Television","2.8","1.75","2.74","5.91","9.52","5.95","","4.87","1.21","1.14","20230508","22.51","12.31","3027","3279.25","1135.58605","1007.59002","19.23","19.41","50.122",".99921","3.33","3.33","1031758","22.12","15.32",".6","-21.38",".38","1303.708","391.02398","3069.31591","223.55"
"Target","TGT","71687.88","35.97","2.77","NYSE","1","Retail-Wholesale","Retail - Discount Stores","10.55","8.42","5.74","25.91","18.49","14.76","1.25","13.04","6.38",".66","20230517","25.63","10.76","111380.50781","109120","6596","3896","2.55","2.56","58.768","1.4253",".92",".22","2512803","237.43","139.3","1.02","4.48","4.32","17846","19500","16009","460.36"
"TG Therapeutics","TGTX","4655.18","22.22","0","NSDQ","12","Medical","Medical - Products","-.45","-1.11","-1.33","","","","","","77.3","543.13","20230814","-175.51","164.71","76.11699","2.79","-186.116","-188.144","-1966.56","-1966.56","54.83599","1.21417","3.16","3.16","5118081","31.16","3.74","2.08","163.4","0","168.274","53.201","71.135","149.4"
"Tenet Healthcare","THC","7124.25","22.41","0","NYSE","12","Medical","Medical - Hospital","6.34","5.64","6.14","11.06","12.4","11.03","4.83","4.67","2.76",".37","20230720","28.65","1.31","20021.71093","19174","3108","2234","2.13","3.56","86.93","5.78875","1.39","1.25","1606180","75.49","37.5","2.18","43.25","0","5981","4476","14934","101.93"
"The Hanover Insurance Group","THG","4173.6","85.71","2.77","NYSE","12","Finance","Insurance - Property and Casualty","12.25","6.96","5.54","48.89","16.79","9.54",".44","19.03","1.79",".75","20230801","3.62","1.31","5984.25","5468.6","196.5","178.1","-.01","1.56","25.17399",".33642",".39",".39","198277","151.88","116.56",".69","-13.54","3.24","3925.3999","10037.0996","782.40002","35.72"
"Thor Industries","THO","4286.33","-54.55","2.25","NYSE","7","Construction","Building Products - Mobile Homes and RV Builders","7.15","5.76","19.1","5.52","13.91","11.2","","3.05","1.13",".31","20230614","21.88","19.25","11208.03515","16312.53","1846.86096","1551.08605","5.69","5.69","31.704",".46421","1.95",".74","440813","102.87","68.88","1.75","6.09","1.8","3062.479","1755.91601","1754.23901","53.52"
"Telecom Italia","TIAIY","6086.82","","0","OTC","12","Computer and Technology","Wireless Non-US ","","","","","","","","",".25","","","","","","18443.41","2660.79199","-2651.32691","","","","","","","1144","3.32","1.6","1.2","30.43","0","16646.2207","19360.25","27728.31054","2135.73"
"Telecom Italia","TIIAY","6086.82","","0","OTC","12","Utilities","Diversified Communication Services","",".15","-1.29","","19","","","",".25","","","","","16787.74414","18442.16","2660.79199","-2651.32691","","","","","","","19720","3.45","1.66","1.07","25","0","16646.2207","19360.25","27728.31054","2135.73"
"TIM","TIMB","6724.98","43.75","4.38","NYSE","12","Computer and Technology","Wireless Non-US ",".85",".7",".65","19.29","19.7","16.34","1.77","4.03","1.37","1.64","20230503","7.02","-7.84","4430.92675","4170.11","2190.94995","868.526","7.87","8.46","35.99",".56224",".79",".77","514147","15","10.25",".75","19.23",".61","2007.58703","2540.958","2765.94189","484.16"
"","TIP","22694.62","","5.2","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","3163966","119.79","104.9",".19","2.9","5.7","","","","207.2"
"The TJX Companies","TJX","90092.8","0","1.51","NYSE","1","Retail-Wholesale","Retail - Discount Stores","3.9","3.52","3.16","25.08","22.23","20.05","2.12","18.48","14.21","1.8","20230517","63.68","6.26","53174.30078","49936","5869","4642","7","7.34","30.999",".44924","1.21",".64","3837921","82.72","54.99",".91","-1.71","1.18","12456","10305","2859","1151.49"
"ThyssenKrupp","TKAMY","4444.88","","1.44","OTC","9","Basic Materials","Steel - Producers","","","1.39","3.76","","","","1.6",".3",".1","20230510","7.88","-.65","","44617.85","4595.92285","3055.2749","2.73","2.73","16.149",".19259","2.04","1.3","12601","9.9","4.16","1.95","19",".1","28548.07031","14514.19042","3065.03295","622.53"
"Tokio Marine","TKOMY","121298.4","","1.01","OTC","3","Finance","Insurance - Property and Casualty","2.46","1.99","1.55","","9.96","8.06","","23.27","4.51","2.36","20230519","6.12","","","52234.46","6357.68798","5007.76318","3.91","3.83","23.746",".31141",".04","","54806","21.86","5.73","-.8","-7.51",".2","7590.08105","172054.09375","12255.7998","6120"
"The Timken Company","TKR","5608.34","11.93","1.61","NYSE","12","Industrial Products","Metal Products - Procurement and Fabrication","7.41","6.93","5.9","12.83","11.15","10.42",".93","9.18","2.39","1.25","20230503","19.52","5.71","4827.64208","4496.7","789.5","625.5","9.06","9.96","44.86",".81354","2.47","1.3","633870","88.58","51.81","1.54","9.28","1.24","2504","1012.40002","1914.19995","72.62"
"PT Telekomunikasi Indonesia","TLK","25703.7","","2.67","NYSE","12","Utilities","Diversified Communication Services","","1.95","1.68","19.28","14.64","","1.57","17.69","2.33","2.48","20230804","14.51","3.53","","10311.42","2602","2602","14.21","14.21","14.94299",".17567",".85",".77","170890","32.96","23.17",".62","19.67",".76","3536","4511","1756","900.62"
"","TLT","36001.42","","2.77","NSDQ","12","Finance","Financial - Investment Funds","","","","","","","","","","","","","","","","","","","","","","","","19328824","120.04","92.4",".06","6.17","2.93","","","","340.6"
"Tele2","TLTZY","7037.83","","3.95","OTC","12","Utilities","Wireline Non-US","","",".34","11.67","","","","5.86","3.32","2.58","","16.19","-2.99","2610.90087","2787.02","1249.60205","555.59899","13.88","12.66","56.00299","1.27287",".71","","1856","6.81","3.82",".63","30.6",".21","1642.31103","1242.83898","2624.89892","1340.54"
